Country,Place,Start date,End date,Level,url,update,Confirmed
France,,2020-03-17,2020-05-11,National,https://www.dw.com/en/coronavirus-what-are-the-lockdown-measures-across-europe/a-52905137,2020-04-20,False
Germany,,2020-03-17,2020-05-03,National,https://www.bbc.co.uk/news/world-europe-52299358,2020-04-20,False
Iran,,2020-03-24,,National,https://www.rferl.org/a/covid-19-iran-tehran-reopen-afghanistan-russia-azerbaijan/30562733.html,2020-04-20,False
Slovakia,,2020-03-16,,National,http://www.uvzsr.sk/index.php?option=com_content&view=article&id=4099:opatrenie-uvz-sr-ktorym-sa-s-uinnosou-od-16-032020-uzatvaraju-vetky-maloobchodne-prevadzky-a-vetky-prevadzky-poskytujuce-sluby-okrem-prevadzok-uvedenych-v-opatreni-a-nariadeni-izolacie-skupin-osob&catid=250:koronavirus-2019-ncov&Itemid=153,2020-04-20,False
Azerbaijan,,2020-03-31,2020-05-04,National,https://www.rferl.org/a/covid-19-iran-tehran-reopen-afghanistan-russia-azerbaijan/30562733.html,2020-04-20,False
Honduras,,2020-03-16,2020-04-26,National,http://ukuk.reuters.com/,2020-04-20,False
Morocco,,2020-03-19,2020-05-20,National,https://www.middleeastmonitor.com/20200419-moroccos-government-extends-coronavirus-lockdown-to-may-20/,2020-04-20,False
Saudi Arabia,Jeddah,2020-03-29,,City,,2020-04-20,False
China,Qianjiang,2020-01-24,2020-03-13,City,,2020-04-20,True
Denmark,,2020-03-13,2020-05-10,National,https://www.theguardian.com/world/2020/apr/14/eu-countries-coronavirus-lockdown-italy-spain,2020-04-20,True
El Salvador,,2020-03-12,2020-04-02,National,,2020-04-20,False
China,Wuhan,2020-01-23,2020-04-08,City,,2020-04-20,True
Indonesia,Jakarta,2020-04-10,2020-04-23,Province,,2020-04-20,False
Jordan,,2020-03-18,,National,,2020-04-20,False
United States,Mississippi,2020-04-03,2020-04-24,State,https://eu.clarionledger.com/story/news/politics/2020/04/17/mississippi-coronavirus-tate-reeves-gives-new-guidance-lockdown/5148724002/,2020-04-20,False
